"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","MAIN","NUMBRANCH","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","ACTCM25","ACTWR25","ACTWR75"
"Butte","MT","Northwest Commission on Colleges and Universities","3",0,1,2,1,7,"33","46.012868","-112.559511","20","15","9","0","0","0","0","0","0","0","0","0","NULL","0.9238","22","6","8"
"Bozeman","MT","Northwest Commission on Colleges and Universities","3",0,1,1,1,7,"33","45.666726","-111.048812","15","13","16","0","0","0","0","0","0","0","0","0","NULL","0.8311","21","NULL","NULL"
"Missoula","MT","Northwest Commission on Colleges and Universities","3",0,1,2,1,7,"13","46.859312","-113.982912","16","13","13","0","0","0","0","0","0","0","0","0","NULL","0.9264","21","6","8"
"Havre","MT","Northwest Commission on Colleges and Universities","3",0,1,1,1,7,"33","48.54149","-109.687806","22","11","7","0","0","0","0","0","0","1","0","0","NULL","1","NULL","5","7"
"Billings","MT","Northwest Commission on Colleges and Universities","3",0,1,1,2,7,"12","45.796522","-108.554075","20","12","8","0","0","0","0","0","0","0","0","0","76","0.6438","20","6","8"
"Pablo","MT","Northwest Commission on Colleges and Universities","2",0,1,1,2,7,"42","47.598592","-114.111635","33","11","6","0","0","0","1","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Dillon","MT","Northwest Commission on Colleges and Universities","3",0,1,1,1,7,"33","45.208306","-112.639264","22","11","10","0","0","0","0","0","0","0","0","0","NULL","0.6074","16","NULL","NULL"
"Fremont","NE","National Accrediting Commission of Career Arts and Sciences","1",1,1,1,3,4,"32","41.44576","-96.482042","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bellevue","NE","Higher Learning Commission","3",0,1,1,2,4,"21","41.150225","-95.91764","18","11","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Omaha","NE","Higher Learning Commission","3",0,1,1,2,4,"11","41.259165","-95.974847","26","5","6","0","0","0","0","0","0","0","0","0","50","0.6207","21","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","3",0,1,1,2,4,"11","40.796768","-96.651532","26","5","6","0","0","0","0","0","0","0","0","0","NULL","0.5234","20","NULL","NULL"
"Grand Island","NE","Higher Learning Commission","1",0,1,1,1,4,"13","40.889582","-98.372549","9","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chadron","NE","Higher Learning Commission","3",0,1,1,1,4,"33","42.8199","-103.001615","19","11","11","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lincoln","NE","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,4,"11","40.811084","-96.705169","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Seward","NE","Higher Learning Commission","3",0,1,1,2,4,"32","40.914853","-97.089054","18","12","11","0","0","0","0","0","0","0","0","0","68","0.7495","21","NULL","NULL"
"Omaha","NE","Higher Learning Commission","3",0,1,1,2,4,"11","41.265361","-95.947811","17","14","14","0","0","0","0","0","0","0","0","0","30","0.7201","25","8","9"
"Crete","NE","Higher Learning Commission","3",0,1,2,2,4,"32","40.622952","-96.950932","21","12","11","0","0","0","0","0","0","0","0","0","NULL","0.6518","20","6","8"
"Omaha","NE","NULL","3",0,1,1,2,4,"11","41.246894","-95.927709","22","13","8","0","0","0","0","0","0","0","0","0","42","0.4591","18","NULL","NULL"
"Hastings","NE","Higher Learning Commission","3",0,1,1,2,4,"32","40.59025","-98.374403","22","12","11","0","0","0","0","0","0","0","0","0","66","0.6833","20","NULL","NULL"
"Omaha","NE","Joint Review Committee on Education in Radiologic Technology","2",0,1,1,2,4,"11","41.32206","-96.020431","10","4","1","0","0","0","0","0","0","0","0","0","30","NULL","NULL","NULL","NULL"
"Lincoln","NE","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,4,"11","40.813101","-96.641412","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kearney","NE","Higher Learning Commission","3",0,1,1,1,4,"32","40.701452","-99.098699","18","13","14","0","0","0","0","0","0","0","0","0","NULL","0.8175","19","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","3",0,0,13,3,4,"11","40.808915","-96.694181","22","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Omaha","NE","Higher Learning Commission","3",0,1,1,2,4,"11","41.265973","-96.048511","26","5","6","0","0","0","0","0","0","0","0","0","71","0.6818","21","NULL","NULL"
"Omaha","NE","Higher Learning Commission","2",0,1,1,1,4,"11","41.310451","-95.957829","3","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"North Platte","NE","Higher Learning Commission","2",0,1,1,1,4,"33","41.110429","-100.748417","6","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fremont","NE","Higher Learning Commission","3",0,1,1,2,4,"32","41.43674","-96.488008","20","11","11","0","0","0","0","0","0","0","0","0","39","0.643","18","NULL","NULL"
"Papillion","NE","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,0,2,2,4,"41","41.12314","-96.09437","24","11","8","0","0","0","0","0","0","0","0","0","48","0.4416","17","NULL","NULL"
"Omaha","NE","Higher Learning Commission","3",0,1,1,1,4,"11","41.258769","-96.008516","16","9","15","0","0","0","0","0","0","0","0","0","NULL","0.8653","19","6","8"
"Omaha","NE","NULL","3",0,0,13,3,4,"11","41.309515","-96.072772","22","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Macy","NE","Higher Learning Commission","2",0,1,1,1,4,"42","42.11677","-96.35176","33","1","1","0","0","0","1","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Omaha","NE","Higher Learning Commission","3",0,1,1,1,4,"11","41.256312","-95.973966","25","11","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","3",0,1,1,2,4,"11","40.839098","-96.64831","19","14","11","0","0","0","0","0","0","0","0","0","71","0.7126","22","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","3",0,1,2,1,4,"11","40.817598","-96.700508","15","14","16","0","0","0","0","0","0","0","0","0","NULL","0.6438","22","NULL","NULL"
"Norfolk","NE","Higher Learning Commission","2",0,1,1,1,4,"33","42.048647","-97.396578","6","2","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Peru","NE","Higher Learning Commission","3",0,1,1,1,4,"42","40.474689","-95.732731","19","7","10","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Gering","NE","Association for Bibical Higher Educaiton","3",0,1,1,2,4,"33","41.829274","-103.675715","24","9","7","0","0","0","0","0","0","0","0","0","74","0.4","18","NULL","NULL"
"Omaha","NE","Higher Learning Commission","3",0,1,1,2,4,"11","41.240028","-96.021425","19","13","10","0","0","0","0","0","0","0","0","1","30","0.5608","NULL","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","2",0,1,1,1,4,"11","40.81079","-96.62818","6","2","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","3",0,1,1,2,4,"11","40.774778","-96.651095","22","13","8","0","0","0","0","0","0","0","0","0","95","0.5995","19","NULL","NULL"
"Curtis","NE","Higher Learning Commission","3",0,0,2,1,4,"43","40.635454","-100.510409","13","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wayne","NE","Higher Learning Commission","3",0,1,1,1,4,"32","42.241556","-97.015122","19","11","11","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Scottsbluff","NE","Higher Learning Commission","2",0,1,1,1,4,"33","41.875705","-103.64249","6","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"York","NE","Higher Learning Commission","3",0,1,1,2,4,"33","40.869526","-97.579352","22","11","8","0","0","0","0","0","0","0","0","0","74","0.4849","18","NULL","NULL"
"Las Vegas","NV","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"11","36.15846","-115.210473","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sparks","NV","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,8,"21","39.540865","-119.719415","7","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Las Vegas","NV","Northwest Commission on Colleges and Universities","2",0,1,1,1,8,"11","36.158114","-115.233099","14","5","15","0","0","0","0","1","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Henderson","NV","Accrediting Council for Independent Colleges and Schools","3",1,0,21,3,8,"11","36.024552","-115.090268","30","7","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Henderson","NV","Accrediting Commission of Career Schools and Colleges","1",0,1,2,2,8,"11","36.037556","-115.04619","7","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Las Vegas","NV","Northwest Commission on Colleges and Universities","3",0,1,1,1,8,"12","36.106047","-115.138462","15","9","15","0","0","0","0","1","0","0","0","0","NULL","0.8107","19","NULL","NULL"
"Reno","NV","Northwest Commission on Colleges and Universities","3",0,1,1,1,8,"12","39.543642","-119.815377","15","13","15","0","0","0","0","0","0","0","0","0","NULL","0.8803","21","7","8"
"Elko","NV","Northwest Commission on Colleges and Universities","1",0,1,1,1,8,"33","40.84343","-115.767274","23","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Incline Village","NV","Northwest Commission on Colleges and Universities","3",0,1,1,2,8,"32","39.244278","-119.939125","19","11","7","0","0","0","0","0","0","0","0","0","NULL","0.6898","19","NULL","NULL"
"Reno","NV","Northwest Commission on Colleges and Universities","2",0,1,1,1,8,"12","39.571402","-119.796975","5","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Carson City","NV","Northwest Commission on Colleges and Universities","2",0,1,1,1,8,"13","39.186158","-119.79036","14","5","9","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"New London","NH","New England Commission on Higher Education","3",0,1,1,2,1,"42","43.411663","-71.975805","22","10","8","0","0","0","0","0","0","0","0","0","NULL","0.8727","NULL","NULL","NULL"
"Hudson","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,1,"22","42.7768","-71.44515","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Hanover","NH","New England Commission on Higher Education","3",0,1,1,2,1,"33","43.704115","-72.289949","15","14","14","0","0","0","0","0","0","0","0","0","NULL","0.1045","30","NULL","NULL"
"Laconia","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,2,3,1,"32","43.527157","-71.469612","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Somersworth","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,2,3,1,"23","43.23004","-70.881563","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rindge","NH","New England Commission on Higher Education","3",0,1,1,2,1,"41","42.78014","-72.058011","19","12","11","0","0","0","0","0","0","0","0","0","NULL","0.7643","NULL","NULL","NULL"
"Concord","NH","New England Commission on Higher Education","3",0,0,3,1,1,"31","43.207371","-71.545152","31","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Keene","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,1,"32","42.948977","-72.321097","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Warner","NH","New England Commission on Higher Education","3",0,1,1,2,1,"42","43.314908","-71.834444","21","10","8","0","0","0","0","0","0","0","0","0","30","1","NULL","NULL","NULL"
"Bedford","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,1,"22","42.957837","-71.476135","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Henniker","NH","New England Commission on Higher Education","3",0,1,1,2,1,"42","43.176403","-71.822282","18","11","10","0","0","0","0","0","0","0","0","0","NULL","0.9959","NULL","NULL","NULL"
"West Lebanon","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,1,"41","43.627356","-72.321429","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Manchester","NH","New England Commission on Higher Education","3",0,1,1,2,1,"22","43.038922","-71.451842","18","5","15","0","0","0","0","0","0","0","0","0","NULL","0.7805","NULL","NULL","NULL"
"Hudson","NH","Commission on Massage Therapy Accreditation","1",0,1,2,3,1,"22","42.745262","-71.426722","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Durham","NH","New England Commission on Higher Education","3",0,1,3,1,1,"23","43.135934","-70.932465","15","14","17","0","0","0","0","0","0","0","0","0","NULL","0.7651","23","NULL","NULL"
"Keene","NH","New England Commission on Higher Education","3",0,1,1,1,1,"32","42.926452","-72.279276","22","10","14","0","0","0","0","0","0","0","0","0","NULL","0.8267","18","NULL","NULL"
"Manchester","NH","New England Commission on Higher Education","3",0,0,3,1,1,"12","42.987209","-71.468755","21","13","6","0","0","0","0","0","0","0","0","0","NULL","0.6056","NULL","NULL","NULL"
"Plymouth","NH","New England Commission on Higher Education","3",0,1,1,1,1,"33","43.759573","-71.690164","18","12","14","0","0","0","0","0","0","0","0","0","NULL","0.7879","NULL","NULL","NULL"
"Concord","NH","New England Commission on Higher Education","2",0,1,1,1,1,"31","43.223621","-71.531979","4","2","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Berlin","NH","New England Commission on Higher Education","1",0,1,1,1,1,"33","44.503494","-71.158535","9","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Claremont","NH","New England Commission on Higher Education","2",0,1,1,1,1,"41","43.399046","-72.333114","8","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Laconia","NH","New England Commission on Higher Education","2",0,1,1,1,1,"41","43.507568","-71.462602","8","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Manchester","NH","New England Commission on Higher Education","2",0,1,1,1,1,"12","43.019823","-71.483534","5","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Nashua","NH","New England Commission on Higher Education","2",0,1,1,1,1,"13","42.794576","-71.523462","5","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Portsmouth","NH","New England Commission on Higher Education","2",0,1,1,1,1,"23","43.072093","-70.798969","5","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Portsmouth","NH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,1,"23","43.075732","-70.760159","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Nashua","NH","New England Commission on Higher Education","3",0,1,1,2,1,"13","42.738676","-71.45626","18","9","10","0","0","0","0","0","0","0","0","0","30","0.6794","NULL","NULL","NULL"
"Manchester","NH","New England Commission on Higher Education","3",0,1,1,2,1,"22","42.986889","-71.503622","21","14","11","0","0","0","0","0","0","0","0","0","30","0.7605","24","NULL","NULL"
"Nashua","NH","Accrediting Commission of Career Schools and Colleges","2",0,1,1,2,1,"13","42.750142","-71.478401","10","2","1","0","0","0","0","0","0","0","0","0","30","NULL","NULL","NULL","NULL"
"Concord","NH","New England Commission on Higher Education","3",0,1,1,1,1,"31","43.19291","-71.527241","20","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Merrimack","NH","New England Commission on Higher Education","3",0,1,1,2,1,"22","42.80683","-71.48437","21","15","8","0","0","0","0","0","0","0","0","0","30","1","NULL","NULL","NULL"
"Hackensack","NJ","Accrediting Council for Independent Colleges and Schools","1",0,1,1,3,2,"21","40.885847","-74.040491","9","3","1","0","0","0","0","0","0","0","0","0","NULL","0.4116","NULL","NULL","NULL"
"Denville","NJ","NULL","NULL",0,1,1,2,2,"21","40.905857","-74.490693","1","2","1","0","0","0","0","0","0","0","0","0","30","NULL","NULL","NULL","NULL"
"Mays Landing","NJ","Middle States Commission on Higher Education","2",0,1,1,1,2,"41","39.462081","-74.680019","1","2","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wayne","NJ","Accrediting Bureau of Health Education Schools","1",0,1,2,3,2,"21","40.885499","-74.255794","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Paramus","NJ","Middle States Commission on Higher Education","2",0,1,1,1,2,"21","40.951782","-74.088804","1","2","4","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Woodland Park","NJ","Middle States Commission on Higher Education","3",0,1,1,3,2,"21","40.898587","-74.189483","22","7","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lakewood","NJ","Association of Advanced Rabbinical and Talmudic Schools","3",0,1,1,2,2,"13","40.09568","-74.2221","24","11","14","0","0","0","0","0","0","0","1","0","NULL","NULL","NULL","NULL","NULL"
"Bloomfield","NJ","Middle States Commission on Higher Education","3",0,1,1,2,2,"21","40.795105","-74.194309","21","11","10","0","1","0","0","0","1","0","0","0","66","0.6398","15","NULL","NULL"
"Lincroft","NJ","Middle States Commission on Higher Education","2",0,1,1,1,2,"41","40.324906","-74.132746","4","2","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
